year,movie,movie_id,duration,genre,rate,synopsis,votes,gross,release_date,popularity,awards_wins,Oscar_Best_Picture_won,Oscar_nominated
2001,"Wedding Planner - verliebt, verlobt, verplant",tt0209475,103,Comedy|Romance,5.19999981,Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom.,63095,60400000,26/01/2001,2415,0,No,0
2000,The Cell,tt0209958,107,Horror|Sci-Fi|Thriller,6.30000019,"An FBI agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",81554,61280000,18/08/2000,982,2,No,1
2000,Remember the Titans,tt0210945,113,Biography|Drama|Sport,7.80000019,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,165555,115650000,29/09/2000,767,0,No,0
2000,102 Dalmatians,tt0211181,100,Adventure|Comedy|Family,4.80000019,Cruella DeVil gets out of prison and goes after them darned puppies once more.,27364,66940000,22/11/2000,,0,No,1
2001,Jason X,tt0211443,91,Action|Horror|Sci-Fi,4.4000001,"Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",40185,12610000,26/04/2002,1425,0,No,0
2001,AmЋlie,tt0211915,122,Comedy|Romance,8.39999962,"AmЋlie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",559498,33200000,08/02/2002,680,7,No,5
2000,Meet the Parents,tt0212338,108,Comedy|Romance,7,"Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",267609,166230000,06/10/2000,2322,1,No,1
2000,Miss Congeniality,tt0212346,109,Action|Comedy|Crime,6.19999981,An FBI agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,142566,106810000,22/12/2000,1384,0,No,0
2001,A.I. Artificial Intelligence,tt0212720,146,Adventure|Drama|Sci-Fi,7.0999999,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.",245306,78620000,29/06/2001,1157,2,No,2
2001,Hannibal,tt0212985,131,Crime|Drama|Thriller,6.80000019,"Living in exile, Hannibal Lecter tries to reconnect with now disgraced FBI agent Clarice Starling and finds himself a target for revenge from a powerful victim.",213634,165090000,09/02/2001,896,0,No,0
2001,Pearl Harbor,tt0213149,183,Action|Drama|History,6.0999999,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,262093,198540000,25/05/2001,314,0,No,4
2000,MalЏna,tt0213847,109,Comedy|Drama|Romance,7.5,A woman provokes sensual awakenings in a group of adolescent boys.,68675,3430000,02/02/2001,1623,0,No,2
2000,Road Trip,tt0215129,93,Adventure|Comedy,6.5,Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.,136119,68530000,19/05/2000,1812,0,No,0
2001,Enemy at the Gates,tt0215750,131,Drama|History|War,7.5999999,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,195763,51400000,16/03/2001,1228,0,No,0
2000,The Taste of Others,tt0216787,112,Comedy|Drama|Romance,7.30000019,"Three men, three women, opposites, possibilities, and tastes. Castella owns a industrial steel barrel plant in Rouen; Bruno is his flute-playing driver, Franck is his temporary bodyguard ... See full summary И",7932,640000,17/11/2000,,0,No,1
2002,Gangs of New York,tt0217505,167,Crime|Drama,7.5,"In 1863, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.",324867,77680000,20/12/2002,267,13,No,10
2000,Unbreakable,tt0217869,106,Drama|Mystery|Sci-Fi,7.19999981,A man learns something extraordinary about himself after a devastating accident.,251457,95000000,22/11/2000,184,0,No,0
2001,Original Sin,tt0218922,116,Drama|Mystery|Romance,6,"A woman along with her lover, plan to con a rich man by marrying him and on earning his trust running away with all his money. Everything goes as planned until she actually begins to fall in love with him.",45973,16250000,03/08/2001,2280,0,No,0
2000,The Family Man,tt0218967,125,Comedy|Drama|Fantasy,6.69999981,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",88458,75760000,22/12/2000,2103,0,No,0
2000,The Gift,tt0219699,111,Drama|Fantasy|Horror,6.69999981,A woman with extrasensory perception is asked to help find a young woman who has disappeared.,53408,11990000,19/01/2001,2608,0,No,0
2001,Blow,tt0221027,124,Biography|Crime|Drama,7.5999999,"The story of George Jung, the man who established the American cocaine market in the 1970s.",203294,52940000,06/04/2001,941,0,No,0
2001,Atlantis: The Lost Empire,tt0230011,95,Animation|Action|Adventure,6.80000019,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,75722,84040000,15/06/2001,1955,0,No,0
2000,Bedazzled,tt0230030,93,Comedy|Fantasy,6,"Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul.",83644,37880000,20/10/2000,2636,0,No,0
2001,The Others,tt0230600,104,Horror|Mystery|Thriller,7.5999999,A woman who lives in a darkened old house with her two photosensitive children becomes convinced that her family home is haunted.,277145,96470000,10/08/2001,1843,2,No,0
2001,The Fast and the Furious,tt0232500,106,Action|Crime|Thriller,6.69999981,Los Angeles police officer Brian O'Connor must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,280110,144510000,22/06/2001,701,1,No,0
2003,The Matrix Reloaded,tt0234215,138,Action|Sci-Fi,7.19999981,"Neo and the rebel leaders estimate that they have 72 hours until 250,000 probes discover Zion and destroy it and its inhabitants. During this, Neo must decide how he can save Trinity from a dark fate in his dreams.",432102,281490000,15/05/2003,1062,0,No,0
2000,Divided We Fall,tt0234288,117,Comedy|Drama|War,7.80000019,"In Nazi occupied Czechoslovakia, a childless couple agree to hide a Jewish friend at great personal risk of discovery and execution.",4281,1320000,16/03/2000,,0,No,1
2002,Equilibrium,tt0238380,107,Action|Drama|Sci-Fi,7.5,"In a fascist future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system.",267971,1190000,06/12/2002,1688,0,No,0
2005,Water,tt0240200,117,Drama|Romance,7.80000019,"The film examines the plight of a group of widows forced into poverty at a temple in the holy city of Varanasi. It focuses on a relationship between one of the widows, who wants to escape the social restrictions imposed on widows, and a man who is from the highest caste and a follower of Mahatma Gandhi.",12821,3220000,26/05/2006,,0,No,1
2001,Ocean's Eleven,tt0240772,116,Crime|Thriller,7.80000019,Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.,415669,183410000,07/12/2001,667,0,No,0
2001,Serendipity,tt0240890,90,Comedy|Romance,6.9000001,"A couple reunite years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",88311,49970000,05/10/2001,1770,0,No,0
2000,Chocolat,tt0241303,121,Drama|Romance,7.30000019,A woman and her daughter open a chocolate shop in a small French village that shakes up the rigid morality of the community.,153911,71310000,19/01/2001,2047,2,No,5
2001,Harry Potter and the Sorcerer's Stone,tt0241527,152,Adventure|Family|Fantasy,7.5,"Rescued from the outrageous neglect of his aunt and uncle, a young boy with a great destiny proves his worth while attending Hogwarts School of Witchcraft and Wizardry.",469660,317560000,16/11/2001,117,2,No,3
2001,Bully,tt0242193,108,Biography|Crime|Drama,7,"A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanor has proved too much.",30016,510000,12/12/2001,1152,0,No,0
2001,The Affair of the Necklace,tt0242252,118,Drama|History|Romance,6.0999999,"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country, must avenge her family's fall from grace by scheming to steal a priceless necklace.",4512,430000,07/12/2001,,0,No,1
2003,The Matrix Revolutions,tt0242653,129,Action|Sci-Fi,6.69999981,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,374138,139260000,05/11/2003,1548,0,No,0
2001,The Man Who Wasn't There,tt0243133,116,Crime|Drama,7.5999999,"A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.",88225,7490000,16/11/2001,3939,9,No,1
2001,Bridget Jones's Diary,tt0243155,97,Comedy|Drama|Romance,6.69999981,A British woman is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,180844,71500000,13/04/2001,848,1,No,1
2001,Wet Hot American Summer,tt0243655,97,Comedy|Romance,6.69999981,"Set on the last day of camp, in the hot summer of 1981, a group of counselors try to complete their unfinished business before the day ends.",42097,290000,11/04/2002,1934,0,No,0
2001,Zus & zo,tt0245157,106,Comedy|Fantasy|Romance,6.4000001,"Zus & Zo shows what three sisters are willing to do to stop their would-be sister-in-law from coming into possession of Para’so, their beloved family summer home on the Portuguese coast.",1467,,08/05/2002,,0,No,1
2001,Spirited Away,tt0245429,125,Animation|Adventure|Family,8.60000038,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",445337,10050000,28/03/2003,494,5,No,1
2001,Y Tu Mam‡ TambiЋn,tt0245574,106,Adventure|Comedy|Drama,7.69999981,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",94364,13620000,26/04/2002,1236,7,No,1
2001,Thir13en Ghosts,tt0245674,91,Horror,5.5,"When Cyrus Kriticos, a very rich collector of unique things dies, he leaves it all to his nephew and his family. All including his house, his fortune, and his malicious collection of ghosts!",66992,41870000,26/10/2001,2409,0,No,0
2000,Amores Perros,tt0245712,154,Drama|Thriller,8.10000038,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",180554,5380000,13/04/2001,2742,3,No,1
2002,The Count of Monte Cristo,tt0245844,131,Action|Adventure|Drama,7.69999981,"A young man, falsely imprisoned by his jealous ""friend,"" escapes and uses a hidden treasure to exact his revenge.",107817,54230000,25/01/2002,1244,0,No,0
2002,Die Another Day,tt0246460,133,Action|Adventure|Thriller,6.0999999,James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul who is funding the development of an international space weapon.,173432,160200000,22/11/2002,720,0,No,0
2001,Donnie Darko,tt0246578,113,Drama|Sci-Fi|Thriller,8.10000038,"A troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident.",603429,730000,26/10/2001,375,0,No,0
2000,Before Night Falls,tt0247196,133,Biography|Drama|Romance,7.30000019,"Episodic look at the life of Cuban poet and novelist, Reinaldo Arenas (1943-1990), from his childhood in Oriente province to his death in New York City. He joins Castro's rebels. By 1964, ... See full summary И",21219,4220000,23/02/2001,,0,No,1
2001,In the Bedroom,tt0247425,130,Crime|Drama,7.5,A New England couple's college-aged son dates an older woman who has two small children and an unwelcome ex-husband.,32934,35918429,08/02/2002,3341,12,No,5
2001,The Princess Diaries,tt0247638,111,Comedy|Family|Romance,6.19999981,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her 16th year.",98072,108240000,03/08/2001,976,0,No,0
